"","challenge","CXCR3","delta","dpi","EH_ID","Eim_MC","EXP","faeces_weight","HybridStatus","IFNy_CEWE","IFNy_FEC","IL.12","infHistory","IRG6","labels","OPG","primary","Strain","Wchange","weight","weight_dpi0"
"1330",NA,NA,NA,9,"LM_0223",NA,"5.1b",0.78,"parental strains",NA,NA,NA,NA,NA,"5.1bQVW",0,"E64","SCHUNT_SCHUNT",106.415822479498,22.06,20.73
"1331",NA,NA,NA,10,"LM_0223",NA,"5.1b",0.93,"parental strains",NA,NA,NA,NA,NA,"5.1bUXY",8064.51612903226,"E64","SCHUNT_SCHUNT",107.477086348288,22.28,20.73
"1332",NA,NA,NA,3,"LM_0223",NA,"5.1b",1.13,"parental strains",NA,NA,NA,NA,NA,"5.1bAOU",0,"E64","SCHUNT_SCHUNT",98.6975397973951,20.46,20.73
"1333",NA,NA,NA,0,"LM_0223",NA,"5.1b",2.44,"parental strains",NA,NA,NA,NA,NA,"5.1bRXY",0,"E64","SCHUNT_SCHUNT",100,20.73,20.73
"1334",NA,NA,NA,6,"LM_0223",NA,"5.1b",1.17,"parental strains",NA,NA,NA,NA,NA,"5.1bBWY",59829.0598290598,"E64","SCHUNT_SCHUNT",104.052098408104,21.57,20.73
"1335",NA,NA,NA,2,"LM_0224",NA,"5.1b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bFMY",NA,"E64","BUSNA_PWD",103.695991671005,19.92,19.21
"1336",NA,NA,NA,5,"LM_0224",NA,"5.1b",0.78,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bEIL",54487.1794871795,"E64","BUSNA_PWD",95.8355023425299,18.41,19.21
"1337",NA,NA,NA,1,"LM_0224",NA,"5.1b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bEMQ",NA,"E64","BUSNA_PWD",103.904216553878,19.96,19.21
"1338",NA,NA,NA,7,"LM_0224",NA,"5.1b",1.55,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bOPS",85483.8709677419,"E64","BUSNA_PWD",103.53982300885,19.89,19.21
"1339",NA,NA,NA,6,"LM_0224",NA,"5.1b",1.29,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bIMR",174418.604651163,"E64","BUSNA_PWD",94.1697032795419,18.09,19.21
"1340",NA,NA,NA,9,"LM_0224",NA,"5.1b",1.96,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bAMW",6377.55102040816,"E64","BUSNA_PWD",101.821967725143,19.56,19.21
"1341",NA,NA,NA,0,"LM_0224",NA,"5.1b",1.64,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bKVZ",0,"E64","BUSNA_PWD",100,19.21,19.21
"1342",NA,NA,NA,8,"LM_0224",NA,"5.1b",1.52,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bNOV",13157.8947368421,"E64","BUSNA_PWD",108.172826652785,20.78,19.21
"1343",NA,NA,NA,3,"LM_0224",NA,"5.1b",1.4,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bEGN",0,"E64","BUSNA_PWD",93.5450286309214,17.97,19.21
"1344",NA,NA,NA,10,"LM_0224",NA,"5.1b",1.75,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bBNY",4285.71428571429,"E64","BUSNA_PWD",102.186361270172,19.63,19.21
"1345",NA,NA,NA,4,"LM_0224",NA,"5.1b",2.01,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bGTX",12437.8109452736,"E64","BUSNA_PWD",98.3862571577303,18.9,19.21
"1346",NA,NA,NA,9,"LM_0225",NA,"5.1b",1.18,"parental strains",NA,NA,NA,NA,NA,"5.1bWXZ",2118.64406779661,"E64","STRA_STRA",103.279857397504,28.97,28.05
"1347",NA,NA,NA,5,"LM_0225",NA,"5.1b",1.12,"parental strains",NA,NA,NA,NA,NA,"5.1bOQX",64732.1428571428,"E64","STRA_STRA",96.2566844919786,27,28.05
"1348",NA,NA,NA,4,"LM_0225",NA,"5.1b",2.15,"parental strains",NA,NA,NA,NA,NA,"5.1bNTY",1162.79069767442,"E64","STRA_STRA",99.144385026738,27.81,28.05
"1349",NA,NA,NA,1,"LM_0225",NA,"5.1b",NA,"parental strains",NA,NA,NA,NA,NA,"5.1bDUX",NA,"E64","STRA_STRA",98.9304812834225,27.75,28.05
"1350",NA,NA,NA,0,"LM_0225",NA,"5.1b",1.28,"parental strains",NA,NA,NA,NA,NA,"5.1bFGT",0,"E64","STRA_STRA",100,28.05,28.05
"1351",NA,NA,NA,7,"LM_0225",NA,"5.1b",1.25,"parental strains",NA,NA,NA,NA,NA,"5.1bMWX",180000,"E64","STRA_STRA",101.853832442068,28.57,28.05
"1352",NA,NA,NA,3,"LM_0225",NA,"5.1b",1.59,"parental strains",NA,NA,NA,NA,NA,"5.1bGLO",0,"E64","STRA_STRA",107.664884135472,30.2,28.05
"1353",NA,NA,NA,6,"LM_0225",NA,"5.1b",1.82,"parental strains",NA,NA,NA,NA,NA,"5.1bGIL",93406.5934065934,"E64","STRA_STRA",98.3244206773618,27.58,28.05
"1354",NA,NA,NA,10,"LM_0225",NA,"5.1b",1.01,"parental strains",NA,NA,NA,NA,NA,"5.1bBHY",2475.24752475248,"E64","STRA_STRA",102.103386809269,28.64,28.05
"1355",NA,NA,NA,2,"LM_0225",NA,"5.1b",NA,"parental strains",NA,NA,NA,NA,NA,"5.1bELY",NA,"E64","STRA_STRA",102.103386809269,28.64,28.05
"1356",NA,NA,NA,8,"LM_0225",NA,"5.1b",1.2,"parental strains",NA,NA,NA,NA,NA,"5.1bAGH",8333.33333333333,"E64","STRA_STRA",103.529411764706,29.04,28.05
"1357",NA,NA,NA,1,"LM_0226",NA,"5.1b",NA,"parental strains",NA,NA,NA,NA,NA,"5.1bBXY",NA,"E64","SCHUNT_SCHUNT",100.527704485488,15.24,15.16
"1358",NA,NA,NA,4,"LM_0226",NA,"5.1b",1.94,"parental strains",NA,NA,NA,NA,NA,"5.1bETX",0,"E64","SCHUNT_SCHUNT",99.4722955145119,15.08,15.16
"1359",NA,NA,NA,8,"LM_0226",NA,"5.1b",1.52,"parental strains",NA,NA,NA,NA,NA,"5.1bEFW",13157.8947368421,"E64","SCHUNT_SCHUNT",105.277044854881,15.96,15.16
"1360",NA,NA,NA,2,"LM_0226",NA,"5.1b",NA,"parental strains",NA,NA,NA,NA,NA,"5.1bHQU",NA,"E64","SCHUNT_SCHUNT",103.496042216359,15.69,15.16
"1361",NA,NA,NA,5,"LM_0226",NA,"5.1b",0.36,"parental strains",NA,NA,NA,NA,NA,"5.1bIQW",104166.666666667,"E64","SCHUNT_SCHUNT",94.5250659630607,14.33,15.16
"1362",NA,NA,NA,7,"LM_0226",NA,"5.1b",0.97,"parental strains",NA,NA,NA,NA,NA,"5.1bCSV",164948.453608247,"E64","SCHUNT_SCHUNT",105.936675461741,16.06,15.16
"1363",NA,NA,NA,9,"LM_0226",NA,"5.1b",1.66,"parental strains",NA,NA,NA,NA,NA,"5.1bEFJ",21084.3373493976,"E64","SCHUNT_SCHUNT",104.023746701847,15.77,15.16
"1364",NA,NA,NA,10,"LM_0226",NA,"5.1b",1.56,"parental strains",NA,NA,NA,NA,NA,"5.1bDER",1602.5641025641,"E64","SCHUNT_SCHUNT",104.155672823219,15.79,15.16
"1365",NA,NA,NA,6,"LM_0226",NA,"5.1b",0.66,"parental strains",NA,NA,NA,NA,NA,"5.1bJNR",15151.5151515152,"E64","SCHUNT_SCHUNT",104.155672823219,15.79,15.16
"1366",NA,NA,NA,3,"LM_0226",NA,"5.1b",1.43,"parental strains",NA,NA,NA,NA,NA,"5.1bBLR",0,"E64","SCHUNT_SCHUNT",103.298153034301,15.66,15.16
"1367",NA,NA,NA,0,"LM_0226",NA,"5.1b",1.21,"parental strains",NA,NA,NA,NA,NA,"5.1bKNO",0,"E64","SCHUNT_SCHUNT",100,15.16,15.16
"1368",NA,NA,NA,4,"LM_0227",NA,"5.2a",1.21,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aPTU",8264.46280991736,"E88","BUSNA_STRA",109.835247129306,22,20.03
"1369",NA,NA,NA,7,"LM_0227",NA,"5.2a",1.43,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aFKN",10489.5104895105,"E88","BUSNA_STRA",103.195207189216,20.67,20.03
"1370",NA,NA,NA,0,"LM_0227",NA,"5.2a",1.68,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aFGW",110119.047619048,"E88","BUSNA_STRA",100,20.03,20.03
"1371",NA,NA,NA,3,"LM_0227",NA,"5.2a",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aACU",NA,"E88","BUSNA_STRA",110.883674488268,22.21,20.03
"1372",NA,NA,NA,2,"LM_0227",NA,"5.2a",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aILO",NA,"E88","BUSNA_STRA",108.487269096355,21.73,20.03
"1373",NA,NA,NA,11,"LM_0227",NA,"5.2a",1.41,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aKMO",7092.19858156028,"E88","BUSNA_STRA",112.181727408887,22.47,20.03
"1374",NA,NA,NA,1,"LM_0227",NA,"5.2a",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aJMP",NA,"E88","BUSNA_STRA",106.739890164753,21.38,20.03
"1375",NA,NA,NA,6,"LM_0227",NA,"5.2a",0.81,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aBEH",0,"E88","BUSNA_STRA",107.438841737394,21.52,20.03
"1376",NA,NA,NA,5,"LM_0227",NA,"5.2a",1.13,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aNXY",0,"E88","BUSNA_STRA",110.434348477284,22.12,20.03
"1377",NA,NA,NA,8,"LM_0227",NA,"5.2a",0.31,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aKQR",2282258.06451613,"E88","BUSNA_STRA",101.497753369945,20.33,20.03
"1378",NA,NA,NA,9,"LM_0227",NA,"5.2a",0.53,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aBIR",1259433.96226415,"E88","BUSNA_STRA",95.5067398901647,19.13,20.03
"1379",NA,NA,NA,10,"LM_0227",NA,"5.2a",0.77,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aGPR",152597.402597403,"E88","BUSNA_STRA",104.792810783824,20.99,20.03
"1380",NA,NA,NA,6,"LM_0228",NA,"5.2a",0.79,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aEIY",0,"E88","STRA_BUSNA",107.058189655172,19.87,18.56
"1381",NA,NA,NA,1,"LM_0228",NA,"5.2a",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aMWY",NA,"E88","STRA_BUSNA",105.010775862069,19.49,18.56
"1382",NA,NA,NA,7,"LM_0228",NA,"5.2a",1.02,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aFIY",9803.92156862745,"E88","STRA_BUSNA",99.8922413793103,18.54,18.56
"1383",NA,NA,NA,8,"LM_0228",NA,"5.2a",0.35,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aATY",2235714.28571429,"E88","STRA_BUSNA",98.5991379310345,18.3,18.56
"1384",NA,NA,NA,0,"LM_0228",NA,"5.2a",0.8,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aFRW",46875,"E88","STRA_BUSNA",100,18.56,18.56
"1385",NA,NA,NA,5,"LM_0228",NA,"5.2a",1.33,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aCEH",0,"E88","STRA_BUSNA",110.82974137931,20.57,18.56
"1386",NA,NA,NA,4,"LM_0228",NA,"5.2a",1.44,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aBMX",0,"E88","STRA_BUSNA",111.691810344828,20.73,18.56
"1387",NA,NA,NA,11,"LM_0228",NA,"5.2a",1.03,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aAIN",29126.213592233,"E88","STRA_BUSNA",109.644396551724,20.35,18.56
"1388",NA,NA,NA,3,"LM_0228",NA,"5.2a",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aISW",NA,"E88","STRA_BUSNA",112.446120689655,20.87,18.56
"1389",NA,NA,NA,10,"LM_0228",NA,"5.2a",0.6,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aANO",150000,"E88","STRA_BUSNA",100.538793103448,18.66,18.56
"1390",NA,NA,NA,2,"LM_0228",NA,"5.2a",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aCKN",NA,"E88","STRA_BUSNA",108.189655172414,20.08,18.56
"1391",NA,NA,NA,9,"LM_0228",NA,"5.2a",0.4,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aIQU",4e+05,"E88","STRA_BUSNA",98.3836206896552,18.26,18.56
"1392",NA,NA,NA,10,"LM_0229",NA,"5.2a",0.8,"parental strains",NA,NA,NA,NA,NA,"5.2aORU",81250,"E88","SCHUNT_SCHUNT",87.4209860935525,13.83,15.82
"1393",NA,NA,NA,7,"LM_0229",NA,"5.2a",0.98,"parental strains",NA,NA,NA,NA,NA,"5.2aHIO",96938.7755102041,"E88","SCHUNT_SCHUNT",91.8457648546144,14.53,15.82
"1394",NA,NA,NA,11,"LM_0229",NA,"5.2a",1.07,"parental strains",NA,NA,NA,NA,NA,"5.2aHJK",72429.9065420561,"E88","SCHUNT_SCHUNT",97.2187104930468,15.38,15.82
"1395",NA,NA,NA,1,"LM_0229",NA,"5.2a",NA,"parental strains",NA,NA,NA,NA,NA,"5.2aEKT",NA,"E88","SCHUNT_SCHUNT",102.654867256637,16.24,15.82
"1396",NA,NA,NA,3,"LM_0229",NA,"5.2a",NA,"parental strains",NA,NA,NA,NA,NA,"5.2aHMU",NA,"E88","SCHUNT_SCHUNT",98.9886219974716,15.66,15.82
"1397",NA,NA,NA,4,"LM_0229",NA,"5.2a",1.28,"parental strains",NA,NA,NA,NA,NA,"5.2aHKV",0,"E88","SCHUNT_SCHUNT",97.661188369153,15.45,15.82
"1398",NA,NA,NA,8,"LM_0229",NA,"5.2a",0.27,"parental strains",NA,NA,NA,NA,NA,"5.2aBHK",981481.481481481,"E88","SCHUNT_SCHUNT",83.8811630847029,13.27,15.82
"1399",NA,NA,NA,5,"LM_0229",NA,"5.2a",0.82,"parental strains",NA,NA,NA,NA,NA,"5.2aMNT",0,"E88","SCHUNT_SCHUNT",100.126422250316,15.84,15.82
"1400",NA,NA,NA,2,"LM_0229",NA,"5.2a",NA,"parental strains",NA,NA,NA,NA,NA,"5.2aHQZ",NA,"E88","SCHUNT_SCHUNT",102.149178255373,16.16,15.82
"1401",NA,NA,NA,9,"LM_0229",NA,"5.2a",1.37,"parental strains",NA,NA,NA,NA,NA,"5.2aLRZ",281021.897810219,"E88","SCHUNT_SCHUNT",82.6169405815424,13.07,15.82
"1402",NA,NA,NA,6,"LM_0229",NA,"5.2a",1.1,"parental strains",NA,NA,NA,NA,NA,"5.2aKOU",0,"E88","SCHUNT_SCHUNT",96.1441213653603,15.21,15.82
"1403",NA,NA,NA,0,"LM_0229",NA,"5.2a",0.67,"parental strains",NA,NA,NA,NA,NA,"5.2aIJQ",0,"E88","SCHUNT_SCHUNT",100,15.82,15.82
"1404",NA,NA,NA,0,"LM_0230",NA,"5.2a",1.04,"parental strains",NA,NA,NA,NA,NA,"5.2aERW",0,"E88","BUSNA_BUSNA",100,15.87,15.87
"1405",NA,NA,NA,9,"LM_0230",NA,"5.2a",0.06,"parental strains",NA,NA,NA,NA,NA,"5.2aFMP",NA,"E88","BUSNA_BUSNA",NA,NA,15.87
"1406",NA,NA,NA,7,"LM_0230",NA,"5.2a",0.22,"parental strains",NA,NA,NA,NA,NA,"5.2aJTV",11363.6363636364,"E88","BUSNA_BUSNA",85.5072463768116,13.57,15.87
"1407",NA,NA,NA,5,"LM_0230",NA,"5.2a",0.96,"parental strains",NA,NA,NA,NA,NA,"5.2aFJN",0,"E88","BUSNA_BUSNA",99.2438563327032,15.75,15.87
"1408",NA,NA,NA,2,"LM_0230",NA,"5.2a",NA,"parental strains",NA,NA,NA,NA,NA,"5.2aEWY",NA,"E88","BUSNA_BUSNA",105.229993698803,16.7,15.87
"1409",NA,NA,NA,8,"LM_0230",NA,"5.2a",0.05,"parental strains",NA,NA,NA,NA,NA,"5.2aSUV",NA,"E88","BUSNA_BUSNA",76.3705103969754,12.12,15.87
"1410",NA,NA,NA,6,"LM_0230",NA,"5.2a",0.74,"parental strains",NA,NA,NA,NA,NA,"5.2aGJS",0,"E88","BUSNA_BUSNA",94.3919344675489,14.98,15.87
"1411",NA,NA,NA,11,"LM_0230",NA,"5.2a",NA,"parental strains",NA,NA,NA,NA,NA,"5.2aSUY",NA,"E88","BUSNA_BUSNA",NA,NA,15.87
"1412",NA,NA,NA,1,"LM_0230",NA,"5.2a",NA,"parental strains",NA,NA,NA,NA,NA,"5.2aDWX",NA,"E88","BUSNA_BUSNA",95.3371140516698,15.13,15.87
"1413",NA,NA,NA,3,"LM_0230",NA,"5.2a",NA,"parental strains",NA,NA,NA,NA,NA,"5.2aWYZ",NA,"E88","BUSNA_BUSNA",101.008191556396,16.03,15.87
"1414",NA,NA,NA,10,"LM_0230",NA,"5.2a",NA,"parental strains",NA,NA,NA,NA,NA,"5.2aCKO",NA,"E88","BUSNA_BUSNA",NA,NA,15.87
"1415",NA,NA,NA,4,"LM_0230",NA,"5.2a",1.82,"parental strains",NA,NA,NA,NA,NA,"5.2aHPX",0,"E88","BUSNA_BUSNA",99.8109640831758,15.84,15.87
"1416",NA,NA,NA,1,"LM_0231",NA,"5.2a",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aDRV",NA,"E88","PWD_SCHUNT",100.587920897916,18.82,18.71
"1417",NA,NA,NA,6,"LM_0231",NA,"5.2a",0.91,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aFMT",0,"E88","PWD_SCHUNT",99.3051843933725,18.58,18.71
"1418",NA,NA,NA,8,"LM_0231",NA,"5.2a",0.2,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aNSW",3e+05,"E88","PWD_SCHUNT",84.8209513629075,15.87,18.71
"1419",NA,NA,NA,10,"LM_0231",NA,"5.2a",0.51,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aAOR",431372.549019608,"E88","PWD_SCHUNT",88.9363976483164,16.64,18.71
"1420",NA,NA,NA,3,"LM_0231",NA,"5.2a",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aLQX",NA,"E88","PWD_SCHUNT",105.8257616248,19.8,18.71
"1421",NA,NA,NA,5,"LM_0231",NA,"5.2a",1.18,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aBUY",0,"E88","PWD_SCHUNT",98.5569214323891,18.44,18.71
"1422",NA,NA,NA,9,"LM_0231",NA,"5.2a",0.4,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aIWY",631250,"E88","PWD_SCHUNT",82.2554783538215,15.39,18.71
"1423",NA,NA,NA,0,"LM_0231",NA,"5.2a",1.31,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aAFW",0,"E88","PWD_SCHUNT",100,18.71,18.71
"1424",NA,NA,NA,4,"LM_0231",NA,"5.2a",1.46,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aSXZ",0,"E88","PWD_SCHUNT",101.97755211117,19.08,18.71
"1425",NA,NA,NA,2,"LM_0231",NA,"5.2a",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aDKZ",NA,"E88","PWD_SCHUNT",104.061998931053,19.47,18.71
"1426",NA,NA,NA,7,"LM_0231",NA,"5.2a",0.8,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aBGQ",25000,"E88","PWD_SCHUNT",91.9294494922501,17.2,18.71
"1427",NA,NA,NA,11,"LM_0231",NA,"5.2a",1.19,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aFLR",142857.142857143,"E88","PWD_SCHUNT",94.4414751469802,17.67,18.71
"1428",NA,NA,NA,3,"LM_0232",NA,"5.2a",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aCSY",NA,"E88","BUSNA_STRA",99.7514498757249,24.08,24.14
"1429",NA,NA,NA,6,"LM_0232",NA,"5.2a",1.41,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aEGZ",0,"E88","BUSNA_STRA",97.5559237779619,23.55,24.14
"1430",NA,NA,NA,8,"LM_0232",NA,"5.2a",0.57,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aBDG",1859649.12280702,"E88","BUSNA_STRA",93.6205468102734,22.6,24.14
"1431",NA,NA,NA,11,"LM_0232",NA,"5.2a",1.38,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aBDY",61594.2028985507,"E88","BUSNA_STRA",96.7274233637117,23.35,24.14
"1432",NA,NA,NA,4,"LM_0232",NA,"5.2a",1.7,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aANW",0,"E88","BUSNA_STRA",98.8400994200497,23.86,24.14
"1433",NA,NA,NA,1,"LM_0232",NA,"5.2a",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aCQX",NA,"E88","BUSNA_STRA",100.49710024855,24.26,24.14
"1434",NA,NA,NA,9,"LM_0232",NA,"5.2a",0.53,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aNOT",466981.132075472,"E88","BUSNA_STRA",90.3893951946976,21.82,24.14
"1435",NA,NA,NA,7,"LM_0232",NA,"5.2a",1.54,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aHKN",61688.3116883117,"E88","BUSNA_STRA",95.6917978458989,23.1,24.14
"1436",NA,NA,NA,2,"LM_0232",NA,"5.2a",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aHNQ",NA,"E88","BUSNA_STRA",99.7514498757249,24.08,24.14
"1437",NA,NA,NA,0,"LM_0232",NA,"5.2a",1.33,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aBGK",0,"E88","BUSNA_STRA",100,24.14,24.14
"1438",NA,NA,NA,10,"LM_0232",NA,"5.2a",0.81,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aKRU",117283.950617284,"E88","BUSNA_STRA",90.182270091135,21.77,24.14
"1439",NA,NA,NA,5,"LM_0232",NA,"5.2a",1.74,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2aEMO",0,"E88","BUSNA_STRA",98.4258492129246,23.76,24.14
"1440",NA,NA,NA,1,"LM_0233",NA,"5.2a",NA,"parental strains",NA,NA,NA,NA,NA,"5.2aBCL",NA,"E88","STRA_STRA",100.896130346232,24.77,24.55
"1441",NA,NA,NA,9,"LM_0233",NA,"5.2a",0.38,"parental strains",NA,NA,NA,NA,NA,"5.2aNPY",447368.421052632,"E88","STRA_STRA",96.1303462321792,23.6,24.55
"1442",NA,NA,NA,10,"LM_0233",NA,"5.2a",0.33,"parental strains",NA,NA,NA,NA,NA,"5.2aOTX",7575.75757575758,"E88","STRA_STRA",92.8309572301426,22.79,24.55
"1443",NA,NA,NA,4,"LM_0233",NA,"5.2a",1.75,"parental strains",NA,NA,NA,NA,NA,"5.2aOPV",22857.1428571429,"E88","STRA_STRA",106.354378818737,26.11,24.55
"1444",NA,NA,NA,5,"LM_0233",NA,"5.2a",1.03,"parental strains",NA,NA,NA,NA,NA,"5.2aHKX",4854.36893203883,"E88","STRA_STRA",108.26883910387,26.58,24.55
"1445",NA,NA,NA,8,"LM_0233",NA,"5.2a",0.47,"parental strains",NA,NA,NA,NA,NA,"5.2aNSY",4382978.72340426,"E88","STRA_STRA",98.0855397148676,24.08,24.55
"1446",NA,NA,NA,6,"LM_0233",NA,"5.2a",1.16,"parental strains",NA,NA,NA,NA,NA,"5.2aDVW",0,"E88","STRA_STRA",106.720977596741,26.2,24.55
"1447",NA,NA,NA,7,"LM_0233",NA,"5.2a",0.84,"parental strains",NA,NA,NA,NA,NA,"5.2aCOR",119047.619047619,"E88","STRA_STRA",104.928716904277,25.76,24.55
"1448",NA,NA,NA,3,"LM_0233",NA,"5.2a",NA,"parental strains",NA,NA,NA,NA,NA,"5.2aCMZ",NA,"E88","STRA_STRA",104.765784114053,25.72,24.55
"1449",NA,NA,NA,2,"LM_0233",NA,"5.2a",NA,"parental strains",NA,NA,NA,NA,NA,"5.2aMQV",NA,"E88","STRA_STRA",101.710794297352,24.97,24.55
"1450",NA,NA,NA,11,"LM_0233",NA,"5.2a",0.78,"parental strains",NA,NA,NA,NA,NA,"5.2aDHI",35256.4102564103,"E88","STRA_STRA",102.932790224033,25.27,24.55
"1451",NA,NA,NA,0,"LM_0233",NA,"5.2a",1.02,"parental strains",NA,NA,NA,NA,NA,"5.2aAJW",0,"E88","STRA_STRA",100,24.55,24.55
"1452",NA,NA,NA,0,"LM_0234",NA,"5.2a",0.92,"parental strains",NA,NA,NA,NA,NA,"5.2aDMN",0,"E88","STRA_STRA",100,28.55,28.55
"1453",NA,NA,NA,8,"LM_0234",NA,"5.2a",0.45,"parental strains",NA,NA,NA,NA,NA,"5.2aEQW",2772222.22222222,"E88","STRA_STRA",99.7197898423818,28.47,28.55
"1454",NA,NA,NA,1,"LM_0234",NA,"5.2a",NA,"parental strains",NA,NA,NA,NA,NA,"5.2aOQR",NA,"E88","STRA_STRA",100.45534150613,28.68,28.55
"1455",NA,NA,NA,10,"LM_0234",NA,"5.2a",0.07,"parental strains",NA,NA,NA,NA,NA,"5.2aCNW",1142857.14285714,"E88","STRA_STRA",94.4658493870403,26.97,28.55
"1456",NA,NA,NA,3,"LM_0234",NA,"5.2a",NA,"parental strains",NA,NA,NA,NA,NA,"5.2aQRS",NA,"E88","STRA_STRA",98.4938704028021,28.12,28.55
"1457",NA,NA,NA,9,"LM_0234",NA,"5.2a",0.24,"parental strains",NA,NA,NA,NA,NA,"5.2aHLX",1020833.33333333,"E88","STRA_STRA",96.3222416812609,27.5,28.55
"1458",NA,NA,NA,5,"LM_0234",NA,"5.2a",1.97,"parental strains",NA,NA,NA,NA,NA,"5.2aFJY",0,"E88","STRA_STRA",108.686514886165,31.03,28.55
"1459",NA,NA,NA,4,"LM_0234",NA,"5.2a",1.93,"parental strains",NA,NA,NA,NA,NA,"5.2aNUV",0,"E88","STRA_STRA",104.553415061296,29.85,28.55
"1460",NA,NA,NA,7,"LM_0234",NA,"5.2a",1.58,"parental strains",NA,NA,NA,NA,NA,"5.2aBIS",31645.5696202532,"E88","STRA_STRA",109.632224168126,31.3,28.55
"1461",NA,NA,NA,11,"LM_0234",NA,"5.2a",0.15,"parental strains",NA,NA,NA,NA,NA,"5.2aDNO",2083333.33333333,"E88","STRA_STRA",91.523642732049,26.13,28.55
"1462",NA,NA,NA,2,"LM_0234",NA,"5.2a",NA,"parental strains",NA,NA,NA,NA,NA,"5.2aBIX",NA,"E88","STRA_STRA",103.047285464098,29.42,28.55
"1463",NA,NA,NA,6,"LM_0234",NA,"5.2a",1.43,"parental strains",NA,NA,NA,NA,NA,"5.2aLNY",0,"E88","STRA_STRA",110.15761821366,31.45,28.55
"1464",NA,NA,NA,7,"LM_0235",NA,"5.2a",1.31,"outbred hybrids",NA,NA,NA,NA,NA,"5.2aAJU",11450.3816793893,"E88","STRA_SCHUNT",109.336465061656,18.62,17.03
"1465",NA,NA,NA,8,"LM_0235",NA,"5.2a",0.86,"outbred hybrids",NA,NA,NA,NA,NA,"5.2aDQZ",1654069.76744186,"E88","STRA_SCHUNT",105.930710510863,18.04,17.03
"1466",NA,NA,NA,2,"LM_0235",NA,"5.2a",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.2aMOW",NA,"E88","STRA_SCHUNT",109.982384028186,18.73,17.03
