"","challenge","CXCR3","delta","dpi","EH_ID","Eim_MC","faeces_weight","HybridStatus","IFNy_CEWE","IFNy_FEC","IL.12","infHistory","IRG6","labels","OPG","primary","Strain","weight","weight_dpi0","Wchange","EXP","currentInf"
"533","E64",NA,NA,4,"LM_0284",NA,1.26,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bKLT",0,"E64","STRA_BUSNA",22.56,22.39,100.7592675,"E7","E64"
"534","E64",NA,NA,6,"LM_0284",NA,1.98,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bKOX",122474.747474747,"E64","STRA_BUSNA",23.15,22.39,103.3943725,"E7","E64"
"535","E64",NA,NA,0,"LM_0284",NA,1.27,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bLOR",0,"E64","STRA_BUSNA",22.39,22.39,100,"E7","E64"
"536","E64",NA,NA,5,"LM_0284",NA,1.13,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bLPZ",163716.814159292,"E64","STRA_BUSNA",22.52,22.39,100.5806163,"E7","E64"
"537","E64",-8.2675,-6.19,8,"LM_0284","pos",1.5,"inter subsp. hybrids",NA,NA,-4.1425,"E64:E64",-2.3425,"E7bLRS",1666.66666666667,"E64","STRA_BUSNA",23.55,22.39,105.1808843,"E7","E64"
"538","E64",NA,NA,1,"LM_0285",NA,1.67,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bACW",0,"E64","PWD_PWD",19.26,19.43,99.12506433,"E7","E64"
"539","E64",NA,NA,7,"LM_0285",NA,1.06,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bBEV",103773.58490566,"E64","PWD_PWD",19.01,19.43,97.83839424,"E7","E64"
"540","E64",NA,NA,2,"LM_0285",NA,1.33,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bBIT",0,"E64","PWD_PWD",19.05,19.43,98.04426145,"E7","E64"
"541","E64",-1.455,-3.11,8,"LM_0285","pos",1.4,"parental strains",NA,NA,-5.26499999999999,"E64:E64",NA,"E7bBMX",85714.2857142857,"E64","PWD_PWD",19.66,19.43,101.1837365,"E7","E64"
"542","E64",NA,NA,3,"LM_0285",NA,2.01,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bCHZ",0,"E64","PWD_PWD",19.68,19.43,101.2866701,"E7","E64"
"543","E64",NA,NA,6,"LM_0285",NA,1,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bCLV",255000,"E64","PWD_PWD",19.37,19.43,99.69119918,"E7","E64"
"544","E64",NA,NA,4,"LM_0285",NA,0.77,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bCMQ",0,"E64","PWD_PWD",19.21,19.43,98.86773031,"E7","E64"
"545","E64",NA,NA,0,"LM_0285",NA,1.49,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bCRV",0,"E64","PWD_PWD",19.43,19.43,100,"E7","E64"
"546","E64",NA,NA,5,"LM_0285",NA,1.37,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bIKL",281021.897810219,"E64","PWD_PWD",18.9,19.43,97.27225939,"E7","E64"
"547","E88",NA,NA,6,"LM_0286",NA,1.74,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bBGI",0,"E64","PWD_BUSNA",20.02,19.07,104.9816466,"E7","E88"
"548","E88",NA,NA,4,"LM_0286",NA,1.36,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bBNT",0,"E64","PWD_BUSNA",19.36,19.07,101.5207132,"E7","E88"
"549","E88",-6.12,-9.21,8,"LM_0286","neg",1.44,"outbred hybrids",NA,NA,-4.235,"E64:E88",-1.42,"E7bCWZ",0,"E64","PWD_BUSNA",20.41,19.07,107.0267436,"E7","E88"
"550","E88",NA,NA,2,"LM_0286",NA,2.42,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bDFQ",0,"E64","PWD_BUSNA",19.46,19.07,102.045097,"E7","E88"
"551","E88",NA,NA,1,"LM_0286",NA,2.2,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bDGQ",0,"E64","PWD_BUSNA",19.47,19.07,102.0975354,"E7","E88"
"552","E88",NA,NA,3,"LM_0286",NA,1.57,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bDKV",0,"E64","PWD_BUSNA",20.3,19.07,106.4499213,"E7","E88"
"553","E88",NA,NA,7,"LM_0286",NA,1.14,"outbred hybrids",NA,0,NA,"E64:E88",NA,"E7bDUY",0,"E64","PWD_BUSNA",20.14,19.07,105.6109072,"E7","E88"
"554","E88",NA,NA,0,"LM_0286",NA,2.27,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bGXY",0,"E64","PWD_BUSNA",19.07,19.07,100,"E7","E88"
"555","E88",NA,NA,5,"LM_0286",NA,2.61,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bNPX",0,"E64","PWD_BUSNA",18.75,19.07,98.32197168,"E7","E88"
"556","E64",NA,NA,3,"LM_0287",NA,1.27,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bAST",0,"E64","BUSNA_PWD",20.03,18.83,106.3728093,"E7","E64"
"557","E64",NA,NA,1,"LM_0287",NA,1.46,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bDFL",0,"E64","BUSNA_PWD",19.02,18.83,101.0090281,"E7","E64"
"558","E64",NA,NA,2,"LM_0287",NA,1.43,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bELU",0,"E64","BUSNA_PWD",19.96,18.83,106.0010621,"E7","E64"
"559","E64",NA,NA,4,"LM_0287",NA,0.88,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bEPQ",0,"E64","BUSNA_PWD",19.89,18.83,105.6293149,"E7","E64"
"560","E64",NA,NA,7,"LM_0287",NA,1.27,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bFLY",19685.0393700787,"E64","BUSNA_PWD",20.3,18.83,107.8066914,"E7","E64"
"561","E64",NA,NA,0,"LM_0287",NA,0.95,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bHKV",0,"E64","BUSNA_PWD",18.83,18.83,100,"E7","E64"
"562","E64",NA,NA,5,"LM_0287",NA,1.42,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bLMS",140845.070422535,"E64","BUSNA_PWD",19.29,18.83,102.4429102,"E7","E64"
"563","E64",NA,NA,6,"LM_0287",NA,1.7,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bNPY",80882.3529411765,"E64","BUSNA_PWD",20.17,18.83,107.1163038,"E7","E64"
"564","E64",7.7525,-6.34,8,"LM_0287","pos",1.27,"outbred hybrids",NA,NA,NA,"E64:E64",19.7025,"E7bPRZ",1968.50393700787,"E64","BUSNA_PWD",20.85,18.83,110.7275624,"E7","E64"
"565","E88",NA,NA,3,"LM_0288",NA,1.3,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bAEG",0,"E64","PWD_BUSNA",19.93,19.74,100.9625127,"E7","E88"
"566","E88",NA,NA,5,"LM_0288",NA,1.45,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bBCF",0,"E64","PWD_BUSNA",18.99,19.74,96.2006079,"E7","E88"
"567","E88",-10.505,-8.79,8,"LM_0288","neg",1.37,"outbred hybrids",NA,NA,-8.07,"E64:E88",-5.495,"E7bCIW",0,"E64","PWD_BUSNA",19.97,19.74,101.1651469,"E7","E88"
"568","E88",NA,NA,0,"LM_0288",NA,2.29,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bCOP",0,"E64","PWD_BUSNA",19.74,19.74,100,"E7","E88"
"569","E88",NA,NA,2,"LM_0288",NA,3.54,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bDHV",0,"E64","PWD_BUSNA",20.41,19.74,103.3941236,"E7","E88"
"570","E88",NA,NA,6,"LM_0288",NA,1.51,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bFIJ",0,"E64","PWD_BUSNA",19.9,19.74,100.810537,"E7","E88"
"571","E88",NA,NA,7,"LM_0288",NA,1.49,"outbred hybrids",NA,1.51108378897958,NA,"E64:E88",NA,"E7bIKT",0,"E64","PWD_BUSNA",19.89,19.74,100.7598784,"E7","E88"
"572","E88",NA,NA,4,"LM_0288",NA,0.94,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bJOZ",0,"E64","PWD_BUSNA",20.33,19.74,102.9888551,"E7","E88"
"573","E88",NA,NA,1,"LM_0288",NA,1.9,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bLPW",0,"E64","PWD_BUSNA",19.7,19.74,99.79736575,"E7","E88"
"574","E88",NA,NA,5,"LM_0289",NA,2.85,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bAGL",0,"E64","SCHUNT_SCHUNT",21.73,23.93,90.80651901,"E7","E88"
"575","E88",NA,NA,1,"LM_0289",NA,1.75,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bAKL",0,"E64","SCHUNT_SCHUNT",23.6,23.93,98.62097785,"E7","E88"
"576","E88",NA,NA,3,"LM_0289",NA,2.22,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bCER",0,"E64","SCHUNT_SCHUNT",22.66,23.93,94.69285416,"E7","E88"
"577","E88",NA,NA,0,"LM_0289",NA,1.61,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bDIP",0,"E64","SCHUNT_SCHUNT",23.93,23.93,100,"E7","E88"
"578","E88",NA,NA,7,"LM_0289",NA,1.93,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bFNS",0,"E64","SCHUNT_SCHUNT",21.57,23.93,90.13790221,"E7","E88"
"579","E88",NA,NA,4,"LM_0289",NA,2.03,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bIRU",0,"E64","SCHUNT_SCHUNT",22.44,23.93,93.77350606,"E7","E88"
"580","E88",NA,NA,2,"LM_0289",NA,1.81,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bKQZ",0,"E64","SCHUNT_SCHUNT",22.84,23.93,95.44504806,"E7","E88"
"581","E88",NA,NA,6,"LM_0289",NA,1.8,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bNUW",0,"E64","SCHUNT_SCHUNT",22.62,23.93,94.52569996,"E7","E88"
"582","E88",-9.55,-9.18,8,"LM_0289","neg",2.23,"parental strains",NA,NA,-7.37,"E64:E88",-3.315,"E7bPSV",0,"E64","SCHUNT_SCHUNT",21.93,23.93,91.64229001,"E7","E88"
"583","E64",NA,1.21,8,"LM_0291","pos",1.04,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bBQY",52884.6153846154,"E64","PWD_BUSNA",NA,24.85,NA,"E7","E64"
"584","E64",NA,NA,7,"LM_0291",NA,1.95,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bCPW",128205.128205128,"E64","PWD_BUSNA",24.16,24.85,97.22334004,"E7","E64"
"585","E64",NA,NA,5,"LM_0291",NA,2.3,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bDMZ",180434.782608696,"E64","PWD_BUSNA",24.71,24.85,99.43661972,"E7","E64"
"586","E64",NA,NA,1,"LM_0291",NA,1.69,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bEMP",0,"E64","PWD_BUSNA",24.8,24.85,99.79879276,"E7","E64"
"587","E64",NA,NA,4,"LM_0291",NA,1.03,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bFXZ",0,"E64","PWD_BUSNA",25.96,24.85,104.4668008,"E7","E64"
"588","E64",NA,NA,0,"LM_0291",NA,1.76,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bGIR",0,"E64","PWD_BUSNA",24.85,24.85,100,"E7","E64"
"589","E64",NA,NA,3,"LM_0291",NA,1.45,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bHLV",0,"E64","PWD_BUSNA",26.09,24.85,104.9899396,"E7","E64"
"590","E64",NA,NA,6,"LM_0291",NA,1.66,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bPVX",391566.265060241,"E64","PWD_BUSNA",24.24,24.85,97.54527163,"E7","E64"
"591","E64",NA,NA,2,"LM_0291",NA,2.38,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bPXY",0,"E64","PWD_BUSNA",24.8,24.85,99.79879276,"E7","E64"
"592","E88",NA,NA,1,"LM_0292",NA,1.26,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bBLW",0,"E64","BUSNA_PWD",21.89,22.15,98.8261851,"E7","E88"
"593","E88",NA,NA,5,"LM_0292",NA,1.41,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bBTV",0,"E64","BUSNA_PWD",20.95,22.15,94.58239278,"E7","E88"
"594","E88",NA,NA,0,"LM_0292",NA,1.24,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bEGK",0,"E64","BUSNA_PWD",22.15,22.15,100,"E7","E88"
"595","E88",NA,NA,2,"LM_0292",NA,2.58,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bEHI",0,"E64","BUSNA_PWD",21.63,22.15,97.6523702,"E7","E88"
"596","E88",NA,NA,6,"LM_0292",NA,1.24,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bEJO",0,"E64","BUSNA_PWD",22.1,22.15,99.77426637,"E7","E88"
"597","E88",NA,NA,7,"LM_0292",NA,1.67,"outbred hybrids",NA,2.03752363066968,NA,"E64:E88",NA,"E7bGHL",0,"E64","BUSNA_PWD",22.04,22.15,99.503386,"E7","E88"
"598","E88",NA,-7.97,8,"LM_0292","neg",1.29,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bMOR",0,"E64","BUSNA_PWD",22.46,22.15,101.3995485,"E7","E88"
"599","E88",NA,NA,4,"LM_0292",NA,1.14,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bSXY",0,"E64","BUSNA_PWD",22.3,22.15,100.6772009,"E7","E88"
"600","E88",NA,NA,3,"LM_0292",NA,1.12,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bSYZ",0,"E64","BUSNA_PWD",22.06,22.15,99.59367946,"E7","E88"
"601","E88",NA,NA,3,"LM_0293",NA,1.35,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bAHT",0,"E64","BUSNA_BUSNA",20.74,20.74,100,"E7","E88"
"602","E88",NA,NA,5,"LM_0293",NA,1.18,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bAIZ",0,"E64","BUSNA_BUSNA",19.76,20.74,95.27483124,"E7","E88"
"603","E88",NA,NA,1,"LM_0293",NA,1.39,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bATW",0,"E64","BUSNA_BUSNA",13.85,20.74,66.77917068,"E7","E88"
"604","E88",NA,NA,4,"LM_0293",NA,0.81,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bBNW",0,"E64","BUSNA_BUSNA",20.76,20.74,100.096432,"E7","E88"
"605","E88",NA,NA,6,"LM_0293",NA,1.47,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bCFU",0,"E64","BUSNA_BUSNA",20.57,20.74,99.18032787,"E7","E88"
"606","E88",NA,NA,7,"LM_0293",NA,1.34,"parental strains",NA,0,NA,"E64:E88",NA,"E7bHVX",0,"E64","BUSNA_BUSNA",20.48,20.74,98.7463838,"E7","E88"
"607","E88",NA,NA,0,"LM_0293",NA,1.38,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bILQ",0,"E64","BUSNA_BUSNA",20.74,20.74,100,"E7","E88"
"608","E88",NA,NA,2,"LM_0293",NA,1.39,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bJNY",0,"E64","BUSNA_BUSNA",19.98,20.74,96.33558341,"E7","E88"
"609","E88",-7.65,-5.02,8,"LM_0293","neg",1.24,"parental strains",NA,NA,-8.98,"E64:E88",-11.33,"E7bJQU",0,"E64","BUSNA_BUSNA",19.86,20.74,95.75699132,"E7","E88"
"610","E64",NA,NA,2,"LM_0294",NA,0.82,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bBGP",0,"E64","PWD_PWD",17.09,17.02,100.4112808,"E7","E64"
"611","E64",NA,NA,0,"LM_0294",NA,0.92,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bCHL",0,"E64","PWD_PWD",17.02,17.02,100,"E7","E64"
"612","E64",-10.5775,11.61,8,"LM_0294","pos",1,"parental strains",NA,NA,-5.0975,"E64:E64",-3.1975,"E7bFLN",37500,"E64","PWD_PWD",16.67,17.02,97.94359577,"E7","E64"
"613","E64",NA,NA,6,"LM_0294",NA,1,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bHKX",1e+05,"E64","PWD_PWD",16.72,17.02,98.2373678,"E7","E64"
"614","E64",NA,NA,5,"LM_0294",NA,0.95,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bKTZ",334210.526315789,"E64","PWD_PWD",16.75,17.02,98.41363102,"E7","E64"
"615","E64",NA,NA,4,"LM_0294",NA,0.54,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bLPQ",0,"E64","PWD_PWD",17.14,17.02,100.7050529,"E7","E64"
"616","E64",NA,NA,3,"LM_0294",NA,0.84,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bNOQ",0,"E64","PWD_PWD",16.81,17.02,98.76615746,"E7","E64"
"617","E64",NA,NA,7,"LM_0294",NA,1.97,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bPQZ",148477.157360406,"E64","PWD_PWD",16.65,17.02,97.82608696,"E7","E64"
"618","E64",NA,NA,1,"LM_0294",NA,1,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bRSW",0,"E64","PWD_PWD",17.06,17.02,100.2350176,"E7","E64"
"619","E64",NA,NA,1,"LM_0295",NA,1.47,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bADF",0,"E64","SCHUNT_PWD",20.37,21.31,95.58892539,"E7","E64"
"620","E64",NA,NA,5,"LM_0295",NA,2.98,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bANY",148489.932885906,"E64","SCHUNT_PWD",20.33,21.31,95.40122008,"E7","E64"
"621","E64",NA,NA,2,"LM_0295",NA,2.07,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bCGI",0,"E64","SCHUNT_PWD",20.51,21.31,96.24589395,"E7","E64"
"622","E64",NA,NA,8,"LM_0295",NA,1.87,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bCOW",2673.79679144385,"E64","SCHUNT_PWD",NA,21.31,NA,"E7","E64"
"623","E64",NA,NA,0,"LM_0295",NA,1.14,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bDEK",0,"E64","SCHUNT_PWD",21.31,21.31,100,"E7","E64"
"624","E64",NA,NA,3,"LM_0295",NA,1.82,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bDMR",0,"E64","SCHUNT_PWD",20.29,21.31,95.21351478,"E7","E64"
"625","E64",NA,NA,4,"LM_0295",NA,1.07,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bDRT",0,"E64","SCHUNT_PWD",20.2,21.31,94.79117785,"E7","E64"
"626","E64",NA,NA,7,"LM_0295",NA,1.43,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bFGH",29720.2797202797,"E64","SCHUNT_PWD",20.4,21.31,95.72970436,"E7","E64"
"627","E64",NA,NA,6,"LM_0295",NA,3.19,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bNUY",126175.548589342,"E64","SCHUNT_PWD",20.06,21.31,94.13420929,"E7","E64"
"628",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62382335353016,NA,NA,NA,"E7bNUX",NA,NA,NA,NA,NA,NA,"E7",NA
