,labels,EH_ID,dpi,infHistory,oocyst_sq1,oocyst_sq2,oocyst_sq3,oocyst_sq4,oocyst_mean,weight,weight_dpi0,feces_weight,relative_weight,day_change,batch,primary,challenge,Eim_MC,delta,Position,CD4,Treg,Div_Treg,Treg17,Th1,Div_Th1,Th17,Div_Th17,CD8,Act_CD8,Div_Act_CD8,IFNy_CD4,IFNy_CD8,label,IFNy_MES,IFNy_CEWE,total_oocysts,OPG,experiment,dilution
431,P4bZCF,LM_0365,5,UNI:E88,16,21,19,17,"18,25",61.05,67.21,2.84,90.8346972176759,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365000,128521.126760563,P4,1
47,P4aEOB,LM_0366,7,UNI:E64,0,0,0,0,0,45.14,48.1,1.32,93.8461538461538,-0.207900207900224,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
103,P4aIYI,LM_0366,5,UNI:E64,0,0,0,0,0,45.3,48.1,1.29,94.1787941787942,-2.26611226611227,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
117,P4aKHJ,LM_0366,1,UNI:E64,0,0,0,0,0,46.28,48.1,1.05,96.2162162162162,-3.78378378378379,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
141,P4aNGR,LM_0366,4,UNI:E64,0,0,0,0,0,46.39,48.1,1.81,96.4449064449064,-0.22869022869024,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
159,P4aOWI,LM_0366,9,UNI:E64,0,0,0,0,0,45.02,48.1,3.13,93.5966735966736,-1.47609147609147,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
173,P4aQAO,LM_0366,6,UNI:E64,0,0,0,0,0,45.24,48.1,1.86,94.0540540540541,-0.1247401247401,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
174,P4aQBT,LM_0366,2,UNI:E64,0,0,0,0,0,47.25,48.1,0.71,98.2328482328482,2.01663201663202,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
200,P4aUAE,LM_0366,8,UNI:E64,0,0,0,0,0,45.73,48.1,2,95.0727650727651,1.22661122661123,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
213,P4aVLF,LM_0366,10,UNI:E64,0,0,0,0,0,44.88,48.1,2.23,93.3056133056133,-0.29106029106029,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
218,P4aWGN,LM_0366,0,UNI:E64,NA,NA,NA,NA,NA,48.1,48.1,NA,100,NA,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
223,P4aXEZ,LM_0366,3,UNI:E64,0,0,0,0,0,46.5,48.1,0.83,96.6735966735967,-1.55925155925155,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
228,P4aXTX,LM_0366,11,UNI:E64,0,0,0,0,0,44.75,48.1,2.6,93.035343035343,-0.270270270270274,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
262,P4bDXC,LM_0366,8,UNI:E64,NA,NA,NA,NA,NA,NA,47.77,NA,NA,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
347,P4bPBN,LM_0366,5,UNI:E64,46,30,39,37,38,40.23,47.77,0.47,84.2160351685158,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760000,1617021.27659574,P4,1
379,P4bSTL,LM_0366,4,UNI:E64,2,1,0,1,1,42.61,47.77,2.26,89.1982415742097,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,8849.55752212389,P4,1
382,P4bTEV,LM_0366,7,UNI:E64,NA,NA,NA,NA,NA,NA,47.77,NA,NA,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
386,P4bUCC,LM_0366,6,UNI:E64,NA,NA,NA,NA,NA,NA,47.77,NA,NA,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
405,P4bWTX,LM_0366,1,UNI:E64,0,0,0,0,0,46.13,47.77,1.25,96.5668829809504,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
419,P4bYCB,LM_0366,2,UNI:E64,0,0,0,0,0,46.52,47.77,1.05,97.3832949549927,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
429,P4bYYR,LM_0366,0,UNI:E64,NA,NA,NA,NA,NA,47.77,47.77,NA,100,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
433,P4bZLQ,LM_0366,3,UNI:E64,0,1,0,2,"0,75",44.81,47.77,1.11,93.8036424534227,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,13513.5135135135,P4,1
6,P4aARF,LM_0367,5,UNI:UNI,0,0,0,0,0,46.67,49.6,2.46,94.0927419354839,-1.18951612903226,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
19,P4aCFB,LM_0367,4,UNI:UNI,0,0,0,0,0,47.26,49.6,2,95.2822580645161,1.25,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
20,P4aCLB,LM_0367,2,UNI:UNI,0,0,0,0,0,47.55,49.6,1.1,95.866935483871,-0.383064516129039,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
29,P4aCXE,LM_0367,7,UNI:UNI,0,0,0,0,0,46.79,49.6,2.65,94.3346774193548,-1.75403225806451,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
89,P4aHQG,LM_0367,8,UNI:UNI,0,0,0,0,0,46.51,49.6,0.98,93.7701612903226,-0.564516129032256,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
96,P4aIJQ,LM_0367,10,UNI:UNI,0,0,0,0,0,46.57,49.6,1.31,93.8911290322581,0.040322580645182,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
113,P4aKBE,LM_0367,9,UNI:UNI,0,0,0,0,0,46.55,49.6,1.7,93.8508064516129,0.080645161290306,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
116,P4aKFE,LM_0367,11,UNI:UNI,0,0,0,0,0,45.94,49.6,1.59,92.6209677419355,-1.27016129032259,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
145,P4aNLQ,LM_0367,0,UNI:UNI,NA,NA,NA,NA,NA,49.6,49.6,NA,100,NA,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
180,P4aQYP,LM_0367,6,UNI:UNI,0,0,0,0,0,47.66,49.6,2.75,96.0887096774193,1.99596774193547,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
217,P4aWDD,LM_0367,3,UNI:UNI,0,0,0,0,0,46.64,49.6,0.82,94.0322580645161,-1.83467741935483,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
230,P4aYAM,LM_0367,1,UNI:UNI,0,0,0,0,0,47.74,49.6,1.25,96.25,-3.75,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
285,P4bHNX,LM_0367,0,UNI:UNI,NA,NA,NA,NA,NA,48.55,48.55,NA,100,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
286,P4bHOK,LM_0367,1,UNI:UNI,0,0,0,0,0,48.02,48.55,1.82,98.908341915551,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
295,P4bICV,LM_0367,4,UNI:UNI,0,0,0,0,0,47.38,48.55,1.93,97.5901132852729,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
306,P4bJAT,LM_0367,3,UNI:UNI,0,0,0,0,0,47.86,48.55,1.96,98.5787847579815,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
317,P4bKDS,LM_0367,5,UNI:UNI,0,0,0,0,0,47.37,48.55,2.38,97.5695159629248,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
350,P4bPOY,LM_0367,7,UNI:UNI,0,0,0,0,0,47.38,48.55,3.23,97.5901132852729,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
355,P4bPWT,LM_0367,2,UNI:UNI,0,0,0,0,0,48.14,48.55,2.76,99.1555097837281,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
404,P4bWKZ,LM_0367,6,UNI:UNI,0,0,0,0,0,46.52,48.55,2.79,95.8187435633368,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
413,P4bXOQ,LM_0367,8,UNI:UNI,0,0,0,0,0,46.6,48.55,2.31,95.9835221421215,NA,b,NA,UNI,FALSE,-7.04906666666666,Spleen,21.2,18.2,14.9,2.22,7.11,12.2,0.79,12.1,5.17,22.9,7.81,5.55,34.2,P4bXOQ,635.818706315941,651.114694297031,0,0,P4,1
414,P4bXOQ,LM_0367,8,UNI:UNI,0,0,0,0,0,46.6,48.55,2.31,95.9835221421215,NA,b,NA,UNI,FALSE,-7.04906666666666,mLN,45.4,16.1,6.48,3.43,3.26,12.6,1,9.2,11.5,7.37,8.52,1.11,20.1,P4bXOQ,635.818706315941,651.114694297031,0,0,P4,1
