"","labels","EH_ID","infHistory","Strain","HybridStatus","primary","challenge","dpi","weight","weight_dpi0","Wchange","fecweight","oocyst_1","oocyst_2","oocyst_3","oocyst_4","average","OPG","comment","volume_PBS_mL","totalOocysts","IFNy_FEC","IFNy_CEWE","delta","CXCR3","IL.12","IRG6","Caecum","Eim_MC"
"244","E7aUVY","LM_0257","E88:E64","SCHUNT_SCHUNT","parental strains","E88","E64",6,21.03,22.75,92.44,0.96,14,14,11,15,13.5,140625,NA,1,135000,9.42060284583271,NA,NA,NA,NA,NA,NA,NA
"245","E7bABC","LM_0282","E64:E88","STRA_STRA","parental strains","E64","E88",7,34.57,30.09,114.8886673,1.64,0,0,0,0,0,0,"",1,0,0,NA,NA,NA,NA,NA,NA,NA
"246","E7bABL","LM_0275","E64:E88","SCHUNT_PWD","inter subsp. hybrids","E64","E88",4,22.54,20.83,108.2093135,0.84,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"247","E7bABO","LM_0262","E64:E64","BUSNA_BUSNA","parental strains","E64","E64",8,22.95,21.13,108.613346,1.42,1,0,0,0,0.25,1760.56338028169,"",1,2500,NA,0.225145312864292,-10.06,-12.8075,-7.7025,-5.5025,"neg","neg"
"248","E7bABP","LM_0277","E64:E88","BUSNA_STRA","inter subsp. hybrids","E64","E88",3,24.49,23.88,102.5544389,1.62,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"249","E7bABW","LM_0276","E64:E88","STRA_STRA","parental strains","E64","E88",1,30.73,29.59,103.8526529,2.22,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"250","E7bACH","LM_0275","E64:E88","SCHUNT_PWD","inter subsp. hybrids","E64","E88",7,22.93,20.83,110.0816131,1.13,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"251","E7bACW","LM_0285","E64:E64","PWD_PWD","parental strains","E64","E64",1,19.26,19.43,99.12506433,1.67,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"252","E7bADF","LM_0295","E64:E64","SCHUNT_PWD","inter subsp. hybrids","E64","E64",1,20.37,21.31,95.58892539,1.47,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"253","E7bADS","LM_0277","E64:E88","BUSNA_STRA","inter subsp. hybrids","E64","E88",1,24.07,23.88,100.7956449,1.69,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"254","E7bAEG","LM_0288","E64:E88","PWD_BUSNA","outbred hybrids","E64","E88",3,19.93,19.74,100.9625127,1.3,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"255","E7bAFK","LM_0275","E64:E88","SCHUNT_PWD","inter subsp. hybrids","E64","E88",2,21.51,20.83,103.2645223,1.3,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"256","E7bAFP","LM_0265","E64:E64","BUSNA_STRA","inter subsp. hybrids","E64","E64",5,25.3,26.43,95.72455543,2.51,28,32,20,25,26.25,209163.346613546,"plus 1ml PBS",2,525000,NA,NA,NA,NA,NA,NA,NA,NA
"257","E7bAGL","LM_0289","E64:E88","SCHUNT_SCHUNT","parental strains","E64","E88",5,21.73,23.93,90.80651901,2.85,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"258","E7bAHT","LM_0293","E64:E88","BUSNA_BUSNA","parental strains","E64","E88",3,20.74,20.74,100,1.35,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"259","E7bAHU","LM_0265","E64:E64","BUSNA_STRA","inter subsp. hybrids","E64","E64",6,23.73,26.43,89.78433598,2.06,12,14,23,5,13.5,65533.9805825243,"",1,135000,NA,NA,NA,NA,NA,NA,NA,NA
"260","E7bAHV","LM_0273","E64:E88","STRA_SCHUNT","outbred hybrids","E64","E88",0,21.7,21.7,100,1.82,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"261","E7bAIZ","LM_0293","E64:E88","BUSNA_BUSNA","parental strains","E64","E88",5,19.76,20.74,95.27483124,1.18,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"262","E7bAJN","LM_0283","E64:E88","PWD_PWD","parental strains","E64","E88",7,19.07,19.1,99.84293194,1.13,0,0,0,0,0,0,"",1,0,2.97703725107771,NA,NA,NA,NA,NA,NA,NA
"263","E7bAKL","LM_0289","E64:E88","SCHUNT_SCHUNT","parental strains","E64","E88",1,23.6,23.93,98.62097785,1.75,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"264","E7bAKS","LM_0263","E64:E64","PWD_SCHUNT","inter subsp. hybrids","E64","E64",1,21.82,21.25,102.6823529,2.22,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"265","E7bAMV","LM_0262","E64:E64","BUSNA_BUSNA","parental strains","E64","E64",5,21.94,21.13,103.8334122,1.72,8,7,17,8,10,58139.5348837209,"",1,1e+05,NA,NA,NA,NA,NA,NA,NA,NA
"266","E7bANY","LM_0295","E64:E64","SCHUNT_PWD","inter subsp. hybrids","E64","E64",5,20.33,21.31,95.40122008,2.98,47,39,42,49,44.25,148489.932885906,"",1,442500,NA,NA,NA,NA,NA,NA,NA,NA
"267","E7bAOT","LM_0272","E64:E88","BUSNA_STRA","inter subsp. hybrids","E64","E88",0,22.77,22.77,100,0.83,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"268","E7bAOZ","LM_0270","E64:E64","SCHUNT_STRA","outbred hybrids","E64","E64",2,24.55,23.89,102.7626622,2.23,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"269","E7bAQY","LM_0269","E64:E64","STRA_SCHUNT","outbred hybrids","E64","E64",6,19.71,21.6,91.25,1.31,3,2,1,0,1.5,11450.3816793893,"",1,15000,NA,NA,NA,NA,NA,NA,NA,NA
"270","E7bARS","LM_0270","E64:E64","SCHUNT_STRA","outbred hybrids","E64","E64",3,22.9,23.89,95.8560067,1.18,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"271","E7bART","LM_0277","E64:E88","BUSNA_STRA","inter subsp. hybrids","E64","E88",5,21.36,23.88,89.44723618,1.61,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"272","E7bAST","LM_0287","E64:E64","BUSNA_PWD","outbred hybrids","E64","E64",3,20.03,18.83,106.3728093,1.27,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"273","E7bATW","LM_0293","E64:E88","BUSNA_BUSNA","parental strains","E64","E88",1,13.85,20.74,66.77917068,1.39,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"274","E7bAUW","LM_0282","E64:E88","STRA_STRA","parental strains","E64","E88",3,32.85,30.09,109.1724826,1.65,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"275","E7bAUZ","LM_0260","E64:E64","SCHUNT_SCHUNT","parental strains","E64","E64",6,26,29.02,89.59338387,2.76,9,18,9,14,12.5,45289.8550724638,"",1,125000,NA,NA,NA,NA,NA,NA,NA,NA
"276","E7bAVW","LM_0280","E64:E64","SCHUNT_SCHUNT","parental strains","E64","E64",6,18.55,17.57,105.5776892,2.72,30,23,20,24,24.25,89154.4117647059,"",1,242500,NA,NA,NA,NA,NA,NA,NA,NA
"277","E7bAWX","LM_0283","E64:E88","PWD_PWD","parental strains","E64","E88",6,19.3,19.1,101.0471204,1.59,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"278","E7bAYZ","LM_0272","E64:E88","BUSNA_STRA","inter subsp. hybrids","E64","E88",8,22.78,22.77,100.0439174,1.48,0,0,0,0,0,0,"",1,0,NA,NA,-10.55,-12.895,-9.9,-6.865,"neg","neg"
"279","E7bBCF","LM_0288","E64:E88","PWD_BUSNA","outbred hybrids","E64","E88",5,18.99,19.74,96.2006079,1.45,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"280","E7bBDP","LM_0276","E64:E88","STRA_STRA","parental strains","E64","E88",2,30.37,29.59,102.6360257,1.87,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"281","E7bBEV","LM_0285","E64:E64","PWD_PWD","parental strains","E64","E64",7,19.01,19.43,97.83839424,1.06,13,5,11,15,11,103773.58490566,"",1,110000,NA,NA,NA,NA,NA,NA,NA,NA
"282","E7bBGI","LM_0286","E64:E88","PWD_BUSNA","outbred hybrids","E64","E88",6,20.02,19.07,104.9816466,1.74,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"283","E7bBGP","LM_0294","E64:E64","PWD_PWD","parental strains","E64","E64",2,17.09,17.02,100.4112808,0.82,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"284","E7bBGV","LM_0270","E64:E64","SCHUNT_STRA","outbred hybrids","E64","E64",5,22.61,23.89,94.64210967,2.08,21,20,13,18,18,86538.4615384615,"",1,180000,NA,NA,NA,NA,NA,NA,NA,NA
"285","E7bBGY","LM_0276","E64:E88","STRA_STRA","parental strains","E64","E88",8,31.04,29.59,104.9003042,1,0,0,0,0,0,0,"",1,0,NA,37.2475522517456,-10.61,-9.66,-6.19,-3.74,"neg","neg"
"286","E7bBHX","LM_0279","E64:E64","BUSNA_BUSNA","parental strains","E64","E64",4,21.64,21.35,101.3583138,0.68,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"287","E7bBIJ","LM_0263","E64:E64","PWD_SCHUNT","inter subsp. hybrids","E64","E64",4,22.37,21.25,105.2705882,0.98,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"288","E7bBIN","LM_0277","E64:E88","BUSNA_STRA","inter subsp. hybrids","E64","E88",6,24.21,23.88,101.3819095,1.9,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"289","E7bBIT","LM_0285","E64:E64","PWD_PWD","parental strains","E64","E64",2,19.05,19.43,98.04426145,1.33,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"290","E7bBIW","LM_0269","E64:E64","STRA_SCHUNT","outbred hybrids","E64","E64",0,21.6,21.6,100,1,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"291","E7bBKV","LM_0262","E64:E64","BUSNA_BUSNA","parental strains","E64","E64",4,22.96,21.13,108.660672,1.04,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"292","E7bBKY","LM_0265","E64:E64","BUSNA_STRA","inter subsp. hybrids","E64","E64",2,26.3,26.43,99.5081347,2.54,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"293","E7bBLW","LM_0292","E64:E88","BUSNA_PWD","outbred hybrids","E64","E88",1,21.89,22.15,98.8261851,1.26,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"294","E7bBMR","LM_0283","E64:E88","PWD_PWD","parental strains","E64","E88",3,18.88,19.1,98.84816754,1.12,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"295","E7bBMS","LM_0279","E64:E64","BUSNA_BUSNA","parental strains","E64","E64",5,20.86,21.35,97.70491803,1.32,4,9,7,1,5.25,39772.7272727273,"",1,52500,NA,NA,NA,NA,NA,NA,NA,NA
"296","E7bBMX","LM_0285","E64:E64","PWD_PWD","parental strains","E64","E64",8,19.66,19.43,101.1837365,1.4,14,13,8,13,12,85714.2857142857,"",1,120000,NA,52.2081651889237,-3.11,-1.455,-5.26499999999999,NA,"pos","pos"
"297","E7bBNQ","LM_0279","E64:E64","BUSNA_BUSNA","parental strains","E64","E64",0,21.35,21.35,100,1.09,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"298","E7bBNT","LM_0286","E64:E88","PWD_BUSNA","outbred hybrids","E64","E88",4,19.36,19.07,101.5207132,1.36,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"299","E7bBNW","LM_0293","E64:E88","BUSNA_BUSNA","parental strains","E64","E88",4,20.76,20.74,100.096432,0.81,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"300","E7bBQV","LM_0273","E64:E88","STRA_SCHUNT","outbred hybrids","E64","E88",4,22.17,21.7,102.1658986,1.43,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"301","E7bBQY","LM_0291","E64:E64","PWD_BUSNA","outbred hybrids","E64","E64",8,NA,24.85,NA,1.04,2,9,9,2,5.5,52884.6153846154,"",1,55000,NA,110.035712563026,1.21,NA,NA,NA,"pos","pos"
"302","E7bBRZ","LM_0277","E64:E88","BUSNA_STRA","inter subsp. hybrids","E64","E88",2,23.99,23.88,100.4606365,1.54,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"303","E7bBTV","LM_0292","E64:E88","BUSNA_PWD","outbred hybrids","E64","E88",5,20.95,22.15,94.58239278,1.41,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"304","E7bBTZ","LM_0270","E64:E64","SCHUNT_STRA","outbred hybrids","E64","E64",4,22.6,23.89,94.60025115,1.75,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"305","E7bCEK","LM_0277","E64:E88","BUSNA_STRA","inter subsp. hybrids","E64","E88",8,23.62,23.88,98.91122278,1.52,0,0,0,0,0,0,"",1,0,NA,14.6670411958386,-10.39,-10.64,-6.145,-3.945,"neg","neg"
"306","E7bCER","LM_0289","E64:E88","SCHUNT_SCHUNT","parental strains","E64","E88",3,22.66,23.93,94.69285416,2.22,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"307","E7bCFU","LM_0293","E64:E88","BUSNA_BUSNA","parental strains","E64","E88",6,20.57,20.74,99.18032787,1.47,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"308","E7bCFV","LM_0262","E64:E64","BUSNA_BUSNA","parental strains","E64","E64",2,21.95,21.13,103.8807383,1.65,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"309","E7bCGI","LM_0295","E64:E64","SCHUNT_PWD","inter subsp. hybrids","E64","E64",2,20.51,21.31,96.24589395,2.07,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"310","E7bCGR","LM_0283","E64:E88","PWD_PWD","parental strains","E64","E88",4,19.54,19.1,102.3036649,1.05,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"311","E7bCHL","LM_0294","E64:E64","PWD_PWD","parental strains","E64","E64",0,17.02,17.02,100,0.92,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"312","E7bCHM","LM_0263","E64:E64","PWD_SCHUNT","inter subsp. hybrids","E64","E64",5,22.05,21.25,103.7647059,1.66,29,34,31,33,31.75,191265.060240964,"",1,317500,NA,NA,NA,NA,NA,NA,NA,NA
"313","E7bCHZ","LM_0285","E64:E64","PWD_PWD","parental strains","E64","E64",3,19.68,19.43,101.2866701,2.01,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"314","E7bCIM","LM_0278","E64:E88","SCHUNT_PWD","inter subsp. hybrids","E64","E88",5,21.09,20.88,101.0057471,2.53,0,0,0,0,0,0,"plus 1ml PBS",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"315","E7bCIW","LM_0288","E64:E88","PWD_BUSNA","outbred hybrids","E64","E88",8,19.97,19.74,101.1651469,1.37,0,0,0,0,0,0,"",1,0,NA,32.5857551761345,-8.79,-10.505,-8.07,-5.495,"neg","neg"
"316","E7bCKS","LM_0272","E64:E88","BUSNA_STRA","inter subsp. hybrids","E64","E88",2,23.14,22.77,101.6249451,1.68,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"317","E7bCKT","LM_0260","E64:E64","SCHUNT_SCHUNT","parental strains","E64","E64",0,29.02,29.02,100,1.21,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"318","E7bCLV","LM_0285","E64:E64","PWD_PWD","parental strains","E64","E64",6,19.37,19.43,99.69119918,1,30,23,28,21,25.5,255000,"",1,255000,NA,NA,NA,NA,NA,NA,NA,NA
"319","E7bCLX","LM_0273","E64:E88","STRA_SCHUNT","outbred hybrids","E64","E88",3,21.47,21.7,98.94009217,1.82,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"320","E7bCMQ","LM_0285","E64:E64","PWD_PWD","parental strains","E64","E64",4,19.21,19.43,98.86773031,0.77,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"321","E7bCOP","LM_0288","E64:E88","PWD_BUSNA","outbred hybrids","E64","E88",0,19.74,19.74,100,2.29,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"322","E7bCOW","LM_0295","E64:E64","SCHUNT_PWD","inter subsp. hybrids","E64","E64",8,NA,21.31,NA,1.87,1,1,0,0,0.5,2673.79679144385,"",1,5000,NA,NA,NA,NA,NA,NA,NA,NA
"323","E7bCPW","LM_0291","E64:E64","PWD_BUSNA","outbred hybrids","E64","E64",7,24.16,24.85,97.22334004,1.95,33,25,20,22,25,128205.128205128,"",1,250000,NA,NA,NA,NA,NA,NA,NA,NA
"324","E7bCRV","LM_0285","E64:E64","PWD_PWD","parental strains","E64","E64",0,19.43,19.43,100,1.49,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"325","E7bCRX","LM_0284","E64:E64","STRA_BUSNA","inter subsp. hybrids","E64","E64",2,22.43,22.39,100.1786512,2.2,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"326","E7bCTU","LM_0272","E64:E88","BUSNA_STRA","inter subsp. hybrids","E64","E88",4,23.14,22.77,101.6249451,1.17,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"327","E7bCWZ","LM_0286","E64:E88","PWD_BUSNA","outbred hybrids","E64","E88",8,20.41,19.07,107.0267436,1.44,0,0,0,0,0,0,"",1,0,NA,19.5159265822312,-9.21,-6.12,-4.235,-1.42,"neg","neg"
"328","E7bDEK","LM_0295","E64:E64","SCHUNT_PWD","inter subsp. hybrids","E64","E64",0,21.31,21.31,100,1.14,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"329","E7bDFL","LM_0287","E64:E64","BUSNA_PWD","outbred hybrids","E64","E64",1,19.02,18.83,101.0090281,1.46,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"330","E7bDFQ","LM_0286","E64:E88","PWD_BUSNA","outbred hybrids","E64","E88",2,19.46,19.07,102.045097,2.42,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"331","E7bDGQ","LM_0286","E64:E88","PWD_BUSNA","outbred hybrids","E64","E88",1,19.47,19.07,102.0975354,2.2,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"332","E7bDHI","LM_0263","E64:E64","PWD_SCHUNT","inter subsp. hybrids","E64","E64",2,22.28,21.25,104.8470588,1.67,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"333","E7bDHV","LM_0288","E64:E88","PWD_BUSNA","outbred hybrids","E64","E88",2,20.41,19.74,103.3941236,3.54,0,0,0,0,0,0,"plus 1ml PBS",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"334","E7bDHY","LM_0278","E64:E88","SCHUNT_PWD","inter subsp. hybrids","E64","E88",6,22.59,20.88,108.1896552,1.77,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"335","E7bDIP","LM_0289","E64:E88","SCHUNT_SCHUNT","parental strains","E64","E88",0,23.93,23.93,100,1.61,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"336","E7bDIS","LM_0273","E64:E88","STRA_SCHUNT","outbred hybrids","E64","E88",7,21.72,21.7,100.0921659,1.94,0,0,0,0,0,0,"",1,0,1.70480602443531,NA,NA,NA,NA,NA,NA,NA
"337","E7bDKM","LM_0265","E64:E64","BUSNA_STRA","inter subsp. hybrids","E64","E64",0,26.43,26.43,100,1.39,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"338","E7bDKV","LM_0286","E64:E88","PWD_BUSNA","outbred hybrids","E64","E88",3,20.3,19.07,106.4499213,1.57,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"339","E7bDMR","LM_0295","E64:E64","SCHUNT_PWD","inter subsp. hybrids","E64","E64",3,20.29,21.31,95.21351478,1.82,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"340","E7bDMZ","LM_0291","E64:E64","PWD_BUSNA","outbred hybrids","E64","E64",5,24.71,24.85,99.43661972,2.3,30,42,52,42,41.5,180434.782608696,"",1,415000,NA,NA,NA,NA,NA,NA,NA,NA
"341","E7bDRT","LM_0295","E64:E64","SCHUNT_PWD","inter subsp. hybrids","E64","E64",4,20.2,21.31,94.79117785,1.07,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"342","E7bDTU","LM_0278","E64:E88","SCHUNT_PWD","inter subsp. hybrids","E64","E88",8,22.24,20.88,106.51341,1.17,0,0,0,0,0,0,"",1,0,NA,27.8926078147264,-10.99,-9.91,-8.825,-5.355,"neg","neg"
"343","E7bDTV","LM_0276","E64:E88","STRA_STRA","parental strains","E64","E88",7,31.27,29.59,105.6775938,2.6,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"344","E7bDUY","LM_0286","E64:E88","PWD_BUSNA","outbred hybrids","E64","E88",7,20.14,19.07,105.6109072,1.14,0,0,0,0,0,0,"",1,0,0,NA,NA,NA,NA,NA,NA,NA
"345","E7bDVW","LM_0280","E64:E64","SCHUNT_SCHUNT","parental strains","E64","E64",7,18.64,17.57,106.089926,1.17,0,7,1,3,2.75,23504.2735042735,"",1,27500,NA,NA,NA,NA,NA,NA,NA,NA
"346","E7bEFU","LM_0277","E64:E88","BUSNA_STRA","inter subsp. hybrids","E64","E88",7,24.1,23.88,100.921273,1.13,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"347","E7bEGK","LM_0292","E64:E88","BUSNA_PWD","outbred hybrids","E64","E88",0,22.15,22.15,100,1.24,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"348","E7bEHI","LM_0292","E64:E88","BUSNA_PWD","outbred hybrids","E64","E88",2,21.63,22.15,97.6523702,2.58,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"349","E7bEHR","LM_0276","E64:E88","STRA_STRA","parental strains","E64","E88",5,30.47,29.59,102.9739777,3.5,0,0,0,0,0,0,"plus 1ml PBS",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"350","E7bEIS","LM_0265","E64:E64","BUSNA_STRA","inter subsp. hybrids","E64","E64",3,26.41,26.43,99.92432841,1.47,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"351","E7bEIV","LM_0269","E64:E64","STRA_SCHUNT","outbred hybrids","E64","E64",2,21.65,21.6,100.2314815,1.61,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"352","E7bEJO","LM_0292","E64:E88","BUSNA_PWD","outbred hybrids","E64","E88",6,22.1,22.15,99.77426637,1.24,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"353","E7bEKV","LM_0270","E64:E64","SCHUNT_STRA","outbred hybrids","E64","E64",7,22.62,23.89,94.68396819,1.4,4,4,4,1,3.25,23214.2857142857,"",1,32500,NA,NA,NA,NA,NA,NA,NA,NA
"354","E7bELQ","LM_0277","E64:E88","BUSNA_STRA","inter subsp. hybrids","E64","E88",0,23.88,23.88,100,0.78,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"355","E7bELU","LM_0287","E64:E64","BUSNA_PWD","outbred hybrids","E64","E64",2,19.96,18.83,106.0010621,1.43,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"356","E7bEMP","LM_0291","E64:E64","PWD_BUSNA","outbred hybrids","E64","E64",1,24.8,24.85,99.79879276,1.69,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"357","E7bEPQ","LM_0287","E64:E64","BUSNA_PWD","outbred hybrids","E64","E64",4,19.89,18.83,105.6293149,0.88,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"358","E7bESY","LM_0276","E64:E88","STRA_STRA","parental strains","E64","E88",3,32.1,29.59,108.4825955,2.38,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"359","E7bEWX","LM_0272","E64:E88","BUSNA_STRA","inter subsp. hybrids","E64","E88",1,22.6,22.77,99.2534036,1.83,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"360","E7bFGH","LM_0295","E64:E64","SCHUNT_PWD","inter subsp. hybrids","E64","E64",7,20.4,21.31,95.72970436,1.43,6,3,5,3,4.25,29720.2797202797,"",1,42500,NA,NA,NA,NA,NA,NA,NA,NA
"361","E7bFGW","LM_0265","E64:E64","BUSNA_STRA","inter subsp. hybrids","E64","E64",4,25.91,26.43,98.03253878,1.09,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"362","E7bFGZ","LM_0282","E64:E88","STRA_STRA","parental strains","E64","E88",4,33.15,30.09,110.1694915,1.75,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"363","E7bFHK","LM_0262","E64:E64","BUSNA_BUSNA","parental strains","E64","E64",7,22.27,21.13,105.3951727,1.58,2,0,1,1,1,6329.11392405063,"",1,10000,NA,NA,NA,NA,NA,NA,NA,NA
"364","E7bFIJ","LM_0288","E64:E88","PWD_BUSNA","outbred hybrids","E64","E88",6,19.9,19.74,100.810537,1.51,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"365","E7bFJN","LM_0283","E64:E88","PWD_PWD","parental strains","E64","E88",2,18.42,19.1,96.43979058,1.7,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"366","E7bFJY","LM_0280","E64:E64","SCHUNT_SCHUNT","parental strains","E64","E64",2,19.16,17.57,109.0495162,3.1,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"367","E7bFLN","LM_0294","E64:E64","PWD_PWD","parental strains","E64","E64",8,16.67,17.02,97.94359577,1,1,4,4,6,3.75,37500,"",1,37500,NA,177.312730924564,11.61,-10.5775,-5.0975,-3.1975,"pos","pos"
"368","E7bFLY","LM_0287","E64:E64","BUSNA_PWD","outbred hybrids","E64","E64",7,20.3,18.83,107.8066914,1.27,0,3,3,4,2.5,19685.0393700787,"",1,25000,NA,NA,NA,NA,NA,NA,NA,NA
