"EH_ID","experiment","mouse_strain","primary_infection","challenge_infection","infection_history","labels","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","OO4sq","OOC","infection_type","oocyst_mean","OPG"
"LM0232","E57","BUSNA_STRA","E88","UNI","E88_UNI","E57aCQX",24.26,24.14,100.49710024855,0,1,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E88",NA,NA
"LM0232","E57","BUSNA_STRA","E88","UNI","E88_UNI","E57aKRU",21.77,24.14,90.182270091135,0.81,10,"primary",8,8,8,14,1,38,95000,"primary_E88",NA,NA
"LM0232","E57","BUSNA_STRA","E88","UNI","E88_UNI","E57bxBFJ",26.65,26.37,101.061812665908,1.92,4,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0232","E57","BUSNA_STRA","E88","UNI","E88_UNI","E57bxCUY",26.98,26.37,102.313234736443,2.15,8,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0232","E57","BUSNA_STRA","E88","UNI","E88_UNI","E57aBGK",24.14,24.14,100,1.33,0,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0232","E57","BUSNA_STRA","E88","UNI","E88_UNI","E57bxHNS",27.09,26.37,102.730375426621,2.18,1,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0232","E57","BUSNA_STRA","E88","UNI","E88_UNI","E57bxDIW",26.37,26.37,100,1.1,0,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0232","E57","BUSNA_STRA","E88","UNI","E88_UNI","E57aBDG",22.6,24.14,93.6205468102734,0.57,8,"primary",89,72,158,105,1,424,1060000,"primary_E88",NA,NA
"LM0232","E57","BUSNA_STRA","E88","UNI","E88_UNI","E57aNOT",21.82,24.14,90.3893951946976,0.53,9,"primary",17,20,18,44,1,99,247500,"primary_E88",NA,NA
"LM0232","E57","BUSNA_STRA","E88","UNI","E88_UNI","E57aEMO",23.76,24.14,98.4258492129246,1.74,5,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0232","E57","BUSNA_STRA","E88","UNI","E88_UNI","E57bxFGH",27.02,26.37,102.464922260144,1.67,7,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0232","E57","BUSNA_STRA","E88","UNI","E88_UNI","E57aHKN",23.1,24.14,95.6917978458989,1.54,7,"primary",10,5,14,9,1,38,95000,"primary_E88",NA,NA
"LM0232","E57","BUSNA_STRA","E88","UNI","E88_UNI","E57bxNPW",26.56,26.37,100.720515737581,1.11,6,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0232","E57","BUSNA_STRA","E88","UNI","E88_UNI","E57aANW",23.86,24.14,98.8400994200497,1.7,4,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0232","E57","BUSNA_STRA","E88","UNI","E88_UNI","E57bxGIU",27,26.37,102.389078498294,1.35,3,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0232","E57","BUSNA_STRA","E88","UNI","E88_UNI","E57aBDY",23.35,24.14,96.7274233637117,1.38,11,"primary",2,4,5,6,2,17,21250,"primary_E88",NA,NA
"LM0232","E57","BUSNA_STRA","E88","UNI","E88_UNI","E57aCSY",24.08,24.14,99.7514498757249,0,3,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E88",NA,NA
"LM0232","E57","BUSNA_STRA","E88","UNI","E88_UNI","E57aEGZ",23.55,24.14,97.5559237779619,1.41,6,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0232","E57","BUSNA_STRA","E88","UNI","E88_UNI","E57bxAGP",27.32,26.37,103.602578687903,1.21,2,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0232","E57","BUSNA_STRA","E88","UNI","E88_UNI","E57aHNQ",24.08,24.14,99.7514498757249,0,2,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E88",NA,NA
"LM0232","E57","BUSNA_STRA","E88","UNI","E88_UNI","E57bxGHN",27.26,26.37,103.375047402351,2.07,5,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0233","E57","STRA_STRA","E88","UNI","E88_UNI","E57aOTX",22.79,24.55,92.8309572301426,0.33,10,"primary",1,0,0,0,1,1,2500,"primary_E88",NA,NA
"LM0233","E57","STRA_STRA","E88","UNI","E88_UNI","E57aDHI",25.27,24.55,102.932790224033,0.78,11,"primary",4,1,4,2,1,11,27500,"primary_E88",NA,NA
"LM0233","E57","STRA_STRA","E88","UNI","E88_UNI","E57aNSY",24.08,24.55,98.0855397148676,0.47,8,"primary",214,236,185,189,1,824,2060000,"primary_E88",NA,NA
"LM0233","E57","STRA_STRA","E88","UNI","E88_UNI","E57aMQV",24.97,24.55,101.710794297352,0,2,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E88",NA,NA
"LM0233","E57","STRA_STRA","E88","UNI","E88_UNI","E57bxFKW",29.75,29.77,99.9328182734296,1.92,1,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0233","E57","STRA_STRA","E88","UNI","E88_UNI","E57bxERY",30.71,29.77,103.157541148808,1.66,3,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0233","E57","STRA_STRA","E88","UNI","E88_UNI","E57aDVW",26.2,24.55,106.720977596741,1.16,6,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
